"cui","term","target_similarity","article_count","mgb_freq","importance_score","phenotyping_features","expanded_features","symnonym_cui","symnonym_term","acronym_cui","acronym_term"
"C0178499","Base","0.1921","3","0.387","0.1478","false","false","C0002055","Alkalies","AB00base","base"
"C5441816","Psychomotor Impairment","0.2691","1","0.0314","0.1478","false","false","","","",""
"C0008370","Cholestasis","0.208","1","0.0144","0.1478","false","false","","","",""
"C0017168","Gastroesophageal reflux disease","0.3826","1","0.3468","0.1478","false","false","C4317146; C4553201","Acid reflux; Gastroesophageal Reflux Disease, CTCAE","AB000ger; AB00gerd","ger; gerd"
"C0275524","Coinfection","0.2049","1","0.0152","0.1474","false","false","","","",""
"C3843422","Abstinence","0.2843","1","0.0668","0.1474","false","false","","","",""
"C0948575","Diuretic therapy","0.2322","1","0.0258","0.1474","false","false","","","",""
"C1527075","Revision procedure","0.2057","2","0.4748","0.1473","false","false","C0558347","Surgical revision","",""
"C5203663","Skim milk allergenic extract","0.2412","1","0.0404","0.1472","false","false","","","",""
"C0235996","Elevated liver enzymes","0.2039","1","0.0314","0.1472","false","false","C1848701","Elevated hepatic transaminase","",""
"C0151786","Muscle Weakness","0.1805","2","0.124","0.1471","false","false","","","",""
"C2711450","Enlargement (morphologic abnormality)","0.3908","1","0.2894","0.1469","false","false","","","",""
"C2362914","clinical depression","0.1726","1","0.009","0.1468","false","false","C0011570","Mental Depression","",""
"C3844126","Can Do Very Little","0.1991","2","0.2462","0.1468","false","false","","","",""
"C1568272","Tendinopathy","0.2276","1","0.1062","0.1467","false","false","","","",""
"C0038317","Steroids","0.1654","3","0.4804","0.1467","false","false","C0001617; C0017710","Adrenal Cortex Hormones; Glucocorticoids","",""
"C4025008","Reduced systolic function","0.1922","1","0.006","0.1466","false","false","","","",""
"C0020635","Hypopituitarism","0.2046","1","0.01","0.1464","false","false","C4553969","Hypopituitarism, CTCAE","",""
"C0596013","Does stand","0.2081","2","0.1778","0.1462","false","false","","","",""
"C0178879","Urinary tract obstruction","0.2516","1","0.0404","0.1457","false","false","C4552953","Urinary Tract Obstruction, CTCAE","",""
"C0262405","Cerebral dysfunction","0.2008","1","0.0092","0.1457","false","false","","","",""
"C1272452","Blood pressure taking management","0.191","1","0.0248","0.1456","false","false","","","",""
"C3844714","No improvement","0.2902","1","0.231","0.1455","false","false","","","",""
"C0567312","Menopause present (finding)","0.187","2","0.203","0.1449","false","false","C0025320","Menopause","",""
"C0234632","Reduced visual acuity","0.1754","1","0.0094","0.1449","false","false","","","",""
"C2216472","male infant","0.2182","1","0.0306","0.1446","false","false","C0419384","Baby male","",""
"C0036454","Scotoma","0.2207","1","0.0272","0.1441","false","false","","","",""
"C0149721","Left Ventricular Hypertrophy","0.1818","2","0.1108","0.144","false","false","","","AB000lvh","lvh"
"C0086692","Benign Neoplasm","0.2159","1","0.0312","0.144","false","false","C0497550; C1456633","Benign neurologic neoplasms; Cancer, Benign","",""
"C0743626","etiology unknown","0.2145","1","0.0868","0.1438","false","false","","","",""
"C0026848","Myopathy","0.213","1","0.0488","0.1437","false","false","C1533847","Disorder of skeletal muscle","",""
"C1315081","Urological ultrasound","0.1774","3","0.686","0.1436","false","false","","","",""
"C3845591","Used daily","0.1847","1","0.0058","0.1435","false","false","","","",""
"C0009241","Cognition Disorders","0.1939","1","0.0544","0.1427","false","false","","","",""
"C0037384","Snoring","0.2117","2","0.2262","0.1425","false","false","","","",""
"C4289789","Cell-Free DNA","0.207","1","0.0222","0.1422","false","false","","","",""
"C0577559","Mass of body structure","0.2135","2","0.243","0.142","false","false","C0332562","space-occupying lesion","AB00lump; AB00mass","lump; mass"
"C0439055","Complaining of """"tired all the time""""","0.2102","1","0.0262","0.1418","false","false","","","",""
"C4721824","Smoking History","0.2823","1","0.2302","0.1416","false","false","","","",""
"C2242890","History of deprivation","0.1957","1","0.021","0.1413","false","false","","","",""
"C0221752","Hematuria present","0.2874","1","0.1276","0.1413","false","false","C0018965","Hematuria","",""
"C0040247","Tinea","0.2394","1","0.0454","0.1411","false","false","","","",""
"C0021492","Intramuscular injection","0.1864","2","0.1286","0.141","false","false","","","",""
"C0474529","Hemoglobin normal","0.2197","1","0.0192","0.1407","false","false","","","",""
"C0241158","Scar Tissue","0.2187","2","0.3384","0.1403","false","false","C0022548; C2004491","Keloid; Cicatrix","AB00scar","scar"
"C0086439","Hypokinesia","0.1803","2","0.2656","0.1401","false","false","C0391853","Physical activity decreased","",""
"C1397014","Imbalance","0.1741","2","0.1382","0.14","false","false","","","",""
"C2607914","Allergic rhinitis (disorder)","0.203","2","0.155","0.14","false","false","C0018621; C4552864; C0002103","Hay fever; Allergic Rhinitis, CTCAE; Atopic rhinitis","AB00alrh","alrh"
"C0740451","Granulomatous disorder","0.2377","1","0.0574","0.14","false","false","","","",""
"C3887597","Acquired trigger finger","0.1793","1","0.0408","0.1399","false","false","C0158328","Trigger Finger Disorder","",""
"C4296962","Normal function","0.2561","1","0.0794","0.1399","false","false","","","",""
"C1154182","Spray Dosage Form","0.2132","2","0.205","0.1398","false","false","","","",""
"C1293134","Enlargement procedure","0.2318","2","0.5246","0.1396","false","false","","","",""
"C0004936","Mental disorders","0.2654","1","0.102","0.1395","false","false","","","",""
"C3844738","No Response - Disease Response","0.2519","2","0.571","0.1394","false","false","","","AB0000nr","nr"
"C0301577","Carbohydrate diet","0.183","1","0.0092","0.1393","false","false","","","",""
"C0476270","Cardiovascular symptoms","0.2313","1","0.0426","0.1393","false","false","","","",""
"C0700345","Candidiasis, Vulvovaginal","0.1744","1","0.0094","0.1392","false","false","","","",""
"C3541460","Potassium supplement therapy","0.2057","1","0.0144","0.139","false","false","","","",""
"C0151936","Disorder of tendon","0.2132","1","0.1006","0.1389","false","false","","","",""
"C0242287","Isaacs syndrome","0.195","1","0.0064","0.1388","false","false","","","AB00nman","nman"
"C0812387","Feels cold","0.196","1","0.0658","0.1388","false","false","","","",""
"C0020619","Hypogonadism","0.2265","1","0.0234","0.1383","false","false","C1855333","External genital hypoplasia","",""
"C2069680","disposition of patient - medical therapy","0.1833","2","0.138","0.138","false","false","","","",""
"C0039520","Tenosynovitis","0.1923","1","0.0616","0.138","false","false","","","",""
"C4321351","Low Level","0.1682","3","0.536","0.1378","false","false","","","",""
"C4263750","Multisection for postoperative","0.2186","1","0.0692","0.1377","false","false","","","",""
"C0202115","Lactic acid measurement","0.1665","3","0.2238","0.1372","false","false","","","",""
"C1291077","Abdominal bloating","0.2112","2","0.261","0.1372","false","false","C0000731; C4553115","Abdomen distended; Bloating, CTCAE","",""
"C1399793","skin fold (abnormality)","0.2071","1","0.048","0.1371","false","false","","","",""
"C0016382","Flushing","0.2247","2","0.4994","0.1371","false","false","C4554150","Flushing, CTCAE 5.0","",""
"C2239219","von Willebrand's factor (lab test)","0.1902","1","0.0134","0.137","false","false","","","",""
"C3843058","First half","0.18","1","0.0134","0.1366","false","false","","","",""
"C0740686","TRAUMA/INJURY PROBLEM","0.1905","1","0.0074","0.1365","false","false","","","",""
"C0034734","Raynaud Disease","0.201","1","0.0818","0.1363","false","false","C0034735","Raynaud Phenomenon","",""
"C0278134","Absence of sensation","0.1663","3","0.7762","0.136","false","false","C0028643; C0522057","Numbness; Numbness of skin","",""
"C0344424","Ventricular Arrhythmia by ECG Finding","0.1858","1","0.0136","0.136","false","false","","","",""
"C0013146","Drug abuse","0.2532","1","0.1048","0.1358","false","false","C0740858","Substance abuse problem","",""
"C0043016","Walkers","0.2063","2","0.4762","0.1356","false","false","","","",""
"C0679861","Complications of treatment","0.2582","1","0.108","0.1355","false","false","","","",""
"C0000731","Abdomen distended","0.2166","2","0.3262","0.1355","false","false","C4553311; C0424824; C1291077","Abdominal Distension, CTCAE; Abdominal distension symptom; Abdominal bloating","",""
"C0018213","Graves Disease","0.2094","1","0.0346","0.135","false","false","","","",""
"C0848067","Mental problem","0.1955","1","0.0176","0.135","false","false","","","",""
"C4554476","Remnant","0.2367","1","0.1156","0.1347","false","false","","","",""
"C3843676","Other things","0.2687","1","0.1156","0.1347","false","false","","","",""
"C0424295","Hyperactive behavior","0.1746","2","0.1036","0.1344","false","false","","","",""
"C0860975","Iron low","0.1969","1","0.0464","0.1343","false","false","","","",""
"C2698967","Canadian Cardiovascular Society Grading Scale Class I","0.2794","1","0.0714","0.1343","false","false","","","",""
"C0442886","Secondary Infections","0.1748","1","0.0106","0.1341","false","false","","","",""
"C5400921","Fluid Output (laboratory procedure)","0.2092","1","0.009","0.1341","false","false","","","",""
"C4085643","Moderate Response","0.2331","2","0.516","0.134","false","false","","","",""
"C0021831","Intestinal Diseases","0.2223","1","0.049","0.1339","false","false","","","",""
"C3714616","Fluoride Drug Class","0.1952","1","0.015","0.1335","false","false","","","",""
"C4266464","Gated","0.1654","2","0.1888","0.1333","false","false","","","",""
"C0152021","Congenital heart disease","0.1914","1","0.021","0.133","false","false","C0018798","Congenital Heart Defects","",""
"C4522268","Pulmonary (intended site)","0.1742","3","0.7752","0.1326","false","false","","","",""
"C0203597","hyperthermia treatment","0.1686","1","0.0136","0.1323","false","false","","","",""
"C0038443","Stress, Psychological","0.1932","1","0.0288","0.1322","false","false","C0038435","Stress","",""
"C0271738","Hypocortisolism secondary to another disorder","0.1683","1","0.0066","0.1319","false","false","C0948387","Secondary Adrenal Insufficiency","",""
"C3814530","Skin Vesicle","0.214","1","0.0224","0.1319","false","false","C0333262","Vesicle (morphologic abnormality)","",""
"C0024530","Malaria","0.224","1","0.0322","0.1318","false","false","","","",""
"C0022924","Lactates","0.207","2","0.2106","0.1317","false","false","","","",""
"C0877341","Coronary revascularization","0.1656","1","0.0056","0.1317","false","false","","","",""
"C0948387","Secondary Adrenal Insufficiency","0.1673","1","0.0064","0.1317","false","false","C0271738","Hypocortisolism secondary to another disorder","",""
"C0522224","Paralysed","0.2827","1","0.152","0.1315","false","false","C0018991; C0030486; C0034372; C3887651","Hemiplegia; Paraplegia; Quadriplegia; Palsy","",""
"C0265344","Donohue Syndrome","0.1736","1","0.0156","0.1314","false","false","","","",""
"C0600041","Infective cystitis","0.2342","1","0.0458","0.1314","false","false","C4552971","Bladder Infection, CTCAE 5","",""
"C0424594","Frailty","0.2002","1","0.0384","0.1313","false","false","","","",""
"C0025322","Premature Menopause","0.1905","1","0.025","0.1313","false","false","C4552916","Premature Menopause, CTCAE","AB000pof","pof"
"C0679220","hyperfunction","0.1889","1","0.0138","0.1312","false","false","","","",""
"C3840668","Itchiness","0.2303","1","0.1064","0.131","false","false","","","",""
"C0026837","Muscle Rigidity","0.1923","2","0.2216","0.1308","false","false","C0221170","Muscular stiffness","",""
"C2186529","reported prior joint problem","0.2029","1","0.0248","0.1308","false","false","","","",""
"C3853727","Tobacco user","0.2886","1","0.8596","0.1307","false","false","C0040336; C0841002","Tobacco Use Disorder; History of tobacco use","",""
"C0392699","Dysesthesia","0.2187","1","0.0426","0.1306","false","false","C4553108","Dysesthesia, CTCAE","",""
"C4716875","Risk of fracture","0.1979","1","0.0142","0.1306","false","false","","","",""
"C0555971","Oral infection","0.1656","1","0.009","0.1306","false","false","","","",""
"C0037299","Skin Ulcer","0.2006","1","0.0254","0.1305","false","false","C4551925","Skin Ulceration, CTCAE","",""
"C0030232","Pallor","0.2922","1","0.1284","0.1305","false","false","C0241137","Pallor of skin","AB00pale","pale"
"C0026857","Musculoskeletal Diseases","0.1668","1","0.0106","0.1305","false","false","C0263660","Musculoskeletal and connective tissue disorders","",""
"C0018965","Hematuria","0.3277","1","0.4328","0.1303","false","false","C4554630; C4686252; C4686754; C0221752","Hematuria, CTCAE; Grade 3 Hematuria, CTCAE; Grade 4 Hematuria, CTCAE; Hematuria present","",""
"C0002994","Angioedema","0.2734","1","0.0884","0.1301","false","false","","","",""
"C0154143","Toxic multinodular goiter","0.172","1","0.0146","0.13","false","false","","","",""
"C0015300","Exophthalmos","0.1858","1","0.0176","0.13","false","false","C1837760; C1848490; C1862425","Prominent eyes; Protruding eyes; Prominent globes","",""
"C0029878","Otitis Externa","0.1929","1","0.0214","0.1299","false","false","C4553111; C0456493","Otitis Externa, CTCAE; Inflammation of ear canal","",""
"C0085612","Ventricular arrhythmia","0.2088","1","0.0312","0.1299","false","false","C4553764","Ventricular Arrhythmia, CTCAE 5.0","",""
"C0231230","Fatigability","0.1711","1","0.0162","0.1299","false","false","","","",""
"C2922974","Polypharmacy","0.203","1","0.0436","0.1297","false","false","","","",""
"C2740768","cinnamon allergenic extract","0.2012","1","0.023","0.1295","false","false","","","",""
"C1444783","Instability","0.1776","2","0.2706","0.1294","false","false","","","",""
"C0031001","Perfusion (procedure)","0.173","2","0.3068","0.1293","false","false","","","",""
"C1328773","Ineffective tissue perfusion","0.2233","1","0.0452","0.1292","false","false","","","",""
"C0007193","Cardiomyopathy, Dilated","0.1816","1","0.0186","0.1292","false","false","C0878544","Cardiomyopathies","AB000dcm","dcm"
"C0939910","Solanum tuberosum, potato, Homeopathic preparation","0.1689","2","0.1116","0.1287","false","false","","","",""
"C0152245","Extravasation of urine","0.2187","1","0.0244","0.1286","false","false","C3897214","Urinary Leakage","",""
"C0003615","Appendicitis","0.2173","1","0.084","0.1285","false","false","C4553526","Appendicitis, CTCAE","",""
"C0009269","Cold intolerance","0.2174","1","0.1686","0.1285","false","false","","","",""
"C3815497","Cough (guaifenesin)","0.3857","1","0.7082","0.1281","false","false","","","",""
"C0439857","Dependence","0.1695","2","0.1014","0.1278","false","false","","","",""
"C1260596","coronary artery graft device","0.1718","1","0.0272","0.1277","false","false","","","",""
"C1536078","Bypass surgery","0.2365","1","0.0402","0.1277","false","false","C0010055; C1456587","Coronary Artery Bypass Surgery; Bariatric Surgery","",""
"C0392885","High density lipoprotein measurement","0.2415","1","0.1724","0.1275","false","false","","","AB000hdl","hdl"
"C4745117","With Tumor","0.2061","1","0.0284","0.1275","false","false","","","",""
"C0860866","Potassium low","0.2284","1","0.0486","0.1274","false","false","","","",""
"C3845261","No activity","0.2219","1","0.0652","0.1274","false","false","","","",""
"C0333293","Healing ulcer","0.209","1","0.0168","0.1268","false","false","","","",""
"C5441521","Complaint (finding)","0.3933","1","0.6152","0.1266","false","false","","","",""
"C4759711","Sand","0.1902","1","0.0166","0.1266","false","false","","","AB00sand","sand"
"C0458075","Well baby","0.2151","1","0.0282","0.1266","false","false","","","",""
"C0795677","von Willebrand factor, human","0.1767","1","0.0138","0.1266","false","false","","","AB000vwf","vwf"
"C0001969","Alcoholic Intoxication","0.2392","1","0.0274","0.1265","false","false","","","",""
"C0595916","Toxic nephropathy","0.194","1","0.0226","0.1264","false","false","","","",""
"C0004339","Auscultation","0.1989","2","0.8012","0.1261","false","false","","","",""
"C4229017","Normal BMI","0.21","1","0.014","0.1261","false","false","","","",""
"C0028961","Oliguria","0.2593","1","0.072","0.1261","false","false","C3887784","Decreased urine output","",""
"C0945985","Cognition:status","0.2033","1","0.0508","0.1259","false","false","","","",""
"C0024421","Macroglossia","0.1779","1","0.0222","0.1258","false","false","C0009677","Congenital macroglossia","",""
"C0010709","Cyst","0.1947","2","0.3254","0.1258","false","false","","","AB00cyst","cyst"
"C0151317","Chronic infectious disease","0.2324","1","0.0278","0.1254","false","false","","","",""
"C4721525","Therapeutic Estradiol","0.2695","1","0.1188","0.1252","false","false","C0592238; C0699352","Vagifem; Estrace","",""
"C0489534","History of functional status","0.1959","2","0.43","0.1249","false","false","","","",""
"C2939420","Metastatic Neoplasm","0.1719","2","0.1992","0.1246","false","false","C2939419","Secondary Neoplasm","",""
"C3266799","Wound dressing","0.215","1","0.0214","0.1244","false","false","","","",""
"C1510420","Cavitation","0.3077","1","0.277","0.1244","false","false","","","",""
"C0428474","Serum LDL cholesterol measurement","0.2766","1","0.1396","0.1243","false","false","","","",""
"C0033968","Psychotherapy","0.1727","2","0.1588","0.1242","false","false","C0204523","Psychiatric therapeutic procedure","",""
"C3843309","1 time","0.3163","1","0.252","0.1241","false","false","","","",""
"C0040165","levothyroxine","0.1718","2","0.1536","0.124","false","false","","","AB00l-t4; AB000lt4; AB0000t4","l-t4; lt4; t4"
"C5442141","Epididymal Cyst","0.1909","1","0.0128","0.124","false","false","","","",""
"C0006852","Candidiasis of vagina","0.184","1","0.0236","0.1239","false","false","","","",""
"C0401151","Chronic diarrhea","0.2177","1","0.0652","0.1237","false","false","","","",""
"C0018824","Heart valve disease","0.2254","1","0.0456","0.1235","false","false","","","",""
"C2949227","Schiff","0.1675","1","0.0076","0.1235","false","false","","","",""
"C0543414","Tobacco use","0.2723","1","0.86","0.1233","false","false","C0841002","History of tobacco use","",""
"C3536794","Sad mood","0.2624","1","0.1212","0.1232","false","false","C1688635","Feeling unhappy","AB000sad","sad"
"C0149778","Soft Tissue Infection","0.1877","1","0.0246","0.123","false","false","C4553661","Soft Tissue Infection, CTCAE","",""
"C0700589","Contraceptive methods","0.1855","2","0.3006","0.1229","false","false","C0199395; C2703065","Family planning counseling; birth control (history)","",""
"C0013058","Dosage Forms","0.1719","1","0.0182","0.1228","false","false","","","",""
"C0221512","Stomach ache","0.2371","1","0.0974","0.1228","false","false","C4554097","Stomach Pain, CTCAE 5.0","",""
"C4553212","Staphylococcus aureus Measurement","0.2132","1","0.0464","0.1228","false","false","","","",""
"C1882062","Neoplastic disease","0.1664","2","0.2174","0.1227","false","false","C3853943","oncologic disorders","",""
"C0520818","Increased pressure","0.1801","1","0.022","0.1227","false","false","","","",""
"C0019054","Hemolysis (disorder)","0.2174","1","0.1076","0.1226","false","false","C1560209; C2945560","Hemolysis, CTCAE; Hemolysis (lab result)","",""
"C3536840","Nonsteroidal Anti-inflammatory Drug [EPC]","0.1783","2","0.211","0.1222","false","false","C0003211","Anti-Inflammatory Agents, Non-Steroidal","",""
"C0022346","Icterus","0.3186","1","0.3498","0.1222","false","false","C2010848; C2203646","jaundice; yellow skin or eyes (symptom)","",""
"C0152014","Atrophy of pancreas","0.1782","1","0.0094","0.122","false","false","","","",""
"C0332601","Cushingoid facies","0.1814","1","0.033","0.1219","false","false","C4553645","Cushingoid, CTCAE","",""
"C0028066","Nifedipine","0.1967","1","0.0372","0.1218","false","false","C0590658; C0700861","Adalat; Procardia","",""
"C0332804","Superficial wound","0.1786","1","0.0202","0.1217","false","false","C0332671","Superficial injury","",""
"C0034359","Pyuria","0.2096","1","0.0446","0.1216","false","false","","","",""
"C3815188","Supraventricular Tachycardia by ECG Finding","0.2346","1","0.0548","0.1205","false","false","","","AB000svt","svt"
"C0018939","Hematological Disease","0.2387","1","0.043","0.1203","false","false","C1533163","Disorder of cellular component of blood","",""
"C0040335","Encounter due to tobacco use","0.2656","1","0.8606","0.1203","false","false","","","",""
"C0553702","Ca++ increased","0.1797","1","0.02","0.12","false","false","","","",""
"C3813540","pineapple extract","0.2167","1","0.0274","0.1199","false","false","","","",""
"C0342579","Electrolyte imbalance","0.2029","1","0.0572","0.1196","false","false","","","",""
"C0014245","Endoscopy (procedure)","0.1854","2","0.5368","0.1194","false","false","","","",""
"C0019322","Umbilical hernia","0.2223","1","0.0872","0.1193","false","false","C0795690; C1306503","Congenital omphalocele; Congenital exomphalos","",""
"C0238990","Acute lower respiratory tract infection","0.1857","1","0.0112","0.1193","false","false","","","",""
"C2937421","Prostatic Hyperplasia","0.1825","1","0.0228","0.1187","false","false","","","",""
"C4048329","Immunosuppression","0.2344","1","0.0974","0.1186","false","false","","","",""
"C0026821","Muscle Cramp","0.1943","2","0.475","0.1186","false","false","C0277823; C4552638","Charleyhorse (finding); Muscle Cramp, CTCAE","",""
"C0235828","Lack of Efficacy","0.1726","1","0.0228","0.1183","false","false","","","",""
"C0558171","Deteriorating vision","0.1944","1","0.0386","0.1182","false","false","","","",""
"C0749225","Systolic dysfunction","0.2132","1","0.0354","0.1182","false","false","","","",""
"C0524851","Neurodegenerative Disorders","0.1911","1","0.0222","0.1179","false","false","C1456654","Degenerative Nerve Diseases","",""
"C0162297","Respiratory arrest","0.1715","1","0.0132","0.1177","false","false","","","",""
"C2107731","consistent cold intolerance (symptom)","0.1943","1","0.1482","0.1176","false","false","","","",""
"C1306503","Congenital exomphalos","0.2191","1","0.0872","0.1175","false","false","C0019322","Umbilical hernia","",""
"C0017861","Glycerin","0.1965","1","0.027","0.1174","false","false","","","AB0000ls","ls"
"C0449279","Extent of disease","0.168","1","0.0178","0.1173","false","false","","","",""
"C0010399","Crying","0.2344","1","0.1326","0.1172","false","false","","","AB000cry","cry"
"C1318973","Staphylococcus aureus infection","0.2042","1","0.0472","0.1172","false","false","","","",""
"C0012167","Reducing diet","0.1686","1","0.038","0.1171","false","false","","","",""
"C0008318","Cholecalciferol","0.2667","1","0.4494","0.1169","false","false","C0042866","Vitamin D","AB0000cc; AB0000d3","cc; d3"
"C0001956","Alcohol Use Disorder","0.2261","1","0.0382","0.1167","false","false","","","",""
"C0038160","Staphylococcal Infections","0.2274","1","0.0824","0.1166","false","false","","","",""
"C0022408","Arthropathy","0.2122","1","0.2558","0.1165","false","false","","","",""
"C0232462","Decrease in appetite","0.1785","2","0.3528","0.1165","false","false","","","",""
"C0038941","Surgical Wound Infection","0.1881","1","0.0364","0.116","false","false","","","",""
"C0441633","Scanning","0.1816","2","0.6456","0.1155","false","false","","","AB00scan","scan"
"C5238735","medication history (history)","0.3605","1","0.9646","0.1153","false","false","","","",""
"C3812171","Bradycardia by ECG Finding","0.2755","1","0.1776","0.115","false","false","","","",""
"C0037317","Sleep disturbances","0.276","1","0.3796","0.1147","false","false","","","",""
"C1522449","Therapeutic radiology procedure","0.2492","1","0.198","0.1144","false","false","C0006098","Brachytherapy","AB0000rt","rt"
"C0264886","Conduction disorder of the heart","0.2567","1","0.0856","0.1143","false","false","C4552954; C0003811","Conduction Disorder, CTCAE; Cardiac Arrhythmia","",""
"C0841002","History of tobacco use","0.252","1","0.8606","0.1141","false","false","C3853727; C0543414","Tobacco user; Tobacco use","",""
"C0234242","Pain and tenderness","0.2137","1","0.0944","0.114","false","false","","","",""
"C0037011","Shoulder Pain","0.2139","1","0.3066","0.1139","false","false","","","",""
"C0232487","Abdominal discomfort","0.254","1","0.1988","0.1137","false","false","","","",""
"C0860871","Sodium decreased","0.2206","1","0.0732","0.1133","false","false","","","",""
"C1306232","Severing","0.1728","1","0.0564","0.1133","false","false","","","",""
"C0700225","Serum creatinine raised","0.2303","1","0.0712","0.113","false","false","","","",""
"C0011071","Sudden death","0.2055","1","0.0448","0.1121","false","false","","","",""
"C0036983","Septic Shock","0.1955","1","0.0272","0.112","false","false","C0036981","Endotoxic shock","",""
"C0240444","Pachyonychia","0.1751","1","0.016","0.1119","false","false","","","",""
"C0552479","Alcohol use history","0.213","2","0.8856","0.1118","false","false","C0556297","Current drinker","",""
"C0333271","Bloody discharge finding","0.2127","1","0.0734","0.1116","false","false","","","",""
"C2203646","yellow skin or eyes (symptom)","0.2691","1","0.2218","0.1115","false","false","C0022346","Icterus","",""
"C0003872","Arthritis, Psoriatic","0.1729","1","0.0354","0.111","false","false","","","",""
"C3827868","Tachycardia by ECG Finding","0.2668","1","0.2866","0.1109","false","false","","","",""
"C1690964","cataract on exam (physical finding)","0.2351","1","0.14","0.1108","false","false","","","",""
"C0007859","Neck Pain","0.2157","1","0.3898","0.1103","false","false","C4553909","Neck Pain, CTCAE 5.0","",""
"C2063324","dilated ischemic cardiomyopathy","0.1831","1","0.0234","0.1103","false","false","C1960867","Ischemic congestive cardiomyopathy","",""
"C5425799","All other","0.1801","2","0.7664","0.1101","false","false","","","",""
"C2348274","Dietary Nickel","0.1749","1","0.0302","0.1099","false","false","","","AB0000ni","ni"
"C0239833","Hand pain","0.1869","1","0.1768","0.1095","false","false","","","",""
"C5236074","Identified By","0.2519","1","0.3274","0.1094","false","false","","","",""
"C0085298","Sudden Cardiac Death","0.185","1","0.0304","0.1092","false","false","C0018790","Cardiac Arrest","AB000scd","scd"
"C0028467","Novolin","0.1767","1","0.044","0.1087","false","false","","","",""
"C0043241","Wound Infection","0.2338","1","0.1374","0.1087","false","false","C4553926","Wound Infection, CTCAE","",""
"C0424945","Social and personal history","0.2706","1","0.939","0.1085","false","false","","","",""
"C0243088","sequelae aspects","0.2313","1","0.1168","0.1084","false","false","","","",""
"C3845472","One to two times per week","0.1845","1","0.0484","0.1082","false","false","","","",""
"C0037199","Sinusitis","0.2617","1","0.2454","0.1081","false","false","C4553555","Sinusitis, CTCAE","",""
"C0051696","Amlodipine","0.2538","1","0.159","0.1081","false","false","","","",""
"C0060926","gabapentin","0.2553","1","0.2584","0.108","false","false","C0678176; C2978020","Neurontin; Gralise","",""
"C0581603","Revascularization - action","0.2049","1","0.0452","0.108","false","false","","","",""
"C0006625","Cachexia","0.2113","1","0.0756","0.1078","false","false","","","",""
"C0020507","Hyperplasia","0.2095","1","0.1768","0.1076","false","false","C0332905","congenital hyperplasia","",""
"C0242698","Ventricular Dysfunction, Left","0.1774","1","0.0226","0.1076","false","false","","","",""
"C0578671","Does move","0.1746","2","0.3976","0.1075","false","false","","","AB00move","move"
"C0085684","Foot Drop","0.1783","1","0.0406","0.1075","false","false","C1866141","Foot dorsiflexor weakness","",""
"C3266069","Bone density below reference range (finding)","0.1914","1","0.0324","0.1074","false","false","","","",""
"C0523979","Vitamin D3 measurement","0.245","1","0.4498","0.1074","false","false","","","",""
"C0611285","APP protein, human","0.1783","1","0.0252","0.1073","false","false","","","AB000aaa; AB00abpp; AB000app; AB00appi; AB00cvap; AB000pn2","aaa; abpp; app; appi; cvap; pn2"
"C0748025","Low protein level","0.1705","1","0.0202","0.1073","false","false","","","",""
"C4036105","No risk factors","0.1968","1","0.0532","0.1071","false","false","","","",""
"C1290905","Discrepancy (finding)","0.1991","1","0.1566","0.107","false","false","","","",""
"C0002716","Amyloid","0.1777","1","0.0252","0.107","false","false","","","",""
"C3844813","OVER 60","0.1724","1","0.0374","0.1066","false","false","","","",""
"C1318520","Necrotizing vasculitis","0.1961","1","0.0416","0.1066","false","false","","","",""
"C3815527","Delta-Like Protein 1, human","0.2397","1","0.0724","0.1065","false","false","","","",""
"C0036916","Sexually Transmitted Diseases","0.2254","1","0.0874","0.1064","false","false","","","AB000std; AB00stds; AB000sti; AB00stis; AB0000vd; AB000vds","std; stds; sti; stis; vd; vds"
"C1688635","Feeling unhappy","0.1733","1","0.0318","0.1064","false","false","C3536794","Sad mood","",""
"C2712327","Actual Positive Control Of Symptom","0.2111","1","0.0606","0.1063","false","false","","","",""
"C0438692","Vaginal discharge symptom","0.2099","1","0.1378","0.1062","false","false","C0227791","Vaginal Discharge","",""
"C0278060","Mental state","0.1869","2","0.6376","0.1062","false","false","","","",""
"C0002965","Angina, Unstable","0.2083","1","0.0538","0.106","false","false","C0086666; C0152172","Myocardial Preinfarction Syndrome; Angina decubitus","",""
"C1519384","Tobacco Smoking History","0.2609","1","0.8682","0.1058","false","false","","","",""
"C0241137","Pallor of skin","0.2368","1","0.1282","0.1058","false","false","C0277941; C0030232","Blanching of skin; Pallor","",""
"C0425945","Prolonged menses","0.2089","1","0.068","0.1056","false","false","","","",""
"C5453004","Poor response","0.1898","1","0.0286","0.1055","false","false","","","",""
"C1880386","Don't know","0.184","1","0.2472","0.1055","false","false","","","",""
"C0151740","Intracranial Hypertension","0.1655","1","0.0148","0.1055","false","false","","","",""
"C0018834","Heartburn","0.3056","1","0.4118","0.1052","false","false","C0235304; C4317146; C0043066","Acid indigestion; Acid reflux; Waterbrash","",""
"C0087086","Thrombus","0.2239","1","0.3416","0.105","false","false","","","",""
"C0332534","Induration","0.2395","1","0.1978","0.1042","false","false","","","",""
"C1261473","Sarcoma","0.179","1","0.0398","0.104","false","false","","","AB000sar","sar"
